Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-101.1012	-130.5694	29.46815	0.0500753	0.0587133	0.096679	0.0246404	0.0190537	0.00985173	0.0413657	0.151782	0.0723495	0.0302126	0.0383147	0.0255757	0.198025	0.096275	0.100557	0.0950272	0.111338	0.00772408	0.02104	0.0198075	0.0358097	0.0170159	0.166162	0.073766	0.104647	0.0204776	0.0281567	0.104822	0.100939	0.655976	1.37843	0.7095795	1.29042	0.613385	0.78791	0.928331	1.0772	1.26918	1.6303	0.3534095	1.818571	0.523476	0.0260781	0.0305766	0.0503483	0.0128322	0.00992274	0.00513056	0.0215423	0.0790447	0.037678	0.015734	0.0199534	0.0133193	0.103127	0.0501379	0.0523679	0.0494881	0.0579826	0.00402253	0.0109572	0.0103153	0.0186489	0.0088615	0.0865336	0.0384157	0.054498	0.0106643	0.0146634	0.0545892	0.0525669	0.362007	0.637993	0.3620065	1.920204
396	-90.34435	-120.1514	29.80706	0.0197766	0.0131347	0.0164133	0.00537287	0.0218811	0.00305769	0.0326353	0.0296813	0.0359565	0.0263686	0.0261264	0.0178702	0.0142839	0.0815791	0.0177511	0.149244	0.0371743	0.0123821	0.000240515	0.00645603	0.0980383	0.0496376	0.015155	0.130951	0.049005	0.00241987	0.0252807	0.052765	0.0480573	0.205508	1.87394	0.3683084	1.631692	0.250347	0.508941	0.810001	1.23457	1.96486	3.99446	1.001384	4.430232	0.120633	0.0190399	0.0126454	0.0158018	0.00517271	0.0210659	0.00294378	0.0314195	0.0285755	0.034617	0.0253863	0.0251531	0.0172045	0.0137518	0.07854	0.0170898	0.143684	0.0357894	0.0119208	0.000231555	0.00621552	0.094386	0.0477884	0.0145904	0.126073	0.0471794	0.00232972	0.0243389	0.0507993	0.046267	0.680032	0.319968	0.6800321	1.038695
432	-98.44168	-129.6145	31.17285	0.0394319	0.0152596	0.00854126	0.0519903	0.0102056	0.00797352	0.0731971	0.0517697	0.111332	0.0238343	0.0726199	0.124665	0.0557836	0.0942803	0.0177526	0.158661	0.00944067	0.0236197	0.00417834	0.00257932	0.0748196	0.0266551	0.0369459	0.0911362	0.0144372	0.0883633	0.0321773	0.00180991	0.0701436	0.439716	1.61631	0.9676762	1.032324	0.584271	0.769444	0.921487	1.0852	1.29964	1.71153	0.38857	1.066807	0.2992536	0.0282949	0.0109497	0.0061289	0.0373064	0.00732316	0.00572151	0.0525236	0.037148	0.0798877	0.0171027	0.0521095	0.0894554	0.0400283	0.0676522	0.0127386	0.113849	0.00677429	0.0169487	0.00299822	0.00185083	0.0536878	0.0191267	0.0265111	0.065396	0.0103596	0.0634063	0.0230893	0.00129873	0.0503325	0.374436	0.625564	0.3744356	1.393604
468	-93.33881	-121.9124	28.57362	0.0260701	0.000256154	0.0175774	0.00388681	0.0242773	0.00467739	0.0429323	0.0342748	0.047518	0.0147186	0.169246	0.054252	0.0423582	0.0793073	0.054102	0.252211	0.00705539	0.0455933	0.020535	0.00082892	0.045253	0.0116879	0.0395829	0.0803615	0.0491158	0.00753957	0.0295213	0.00124597	0.056211	0.733141	1.29355	0.2792644	1.720736	0.571001	0.760871	0.918272	1.089	1.31428	1.75131	0.405182	6.161673	0.6234453	0.0206545	0.000202943	0.0139261	0.0030794	0.0192342	0.00370575	0.034014	0.0271548	0.0376471	0.0116611	0.134089	0.0429822	0.0335591	0.0628327	0.0428634	0.199819	0.00558976	0.0361222	0.0162692	0.000656728	0.0358526	0.00925998	0.0313603	0.0636679	0.0389129	0.00597337	0.0233888	0.00098714	0.0445342	0.376566	0.623434	0.3765663	1.262197
504	-87.21393	-116.7017	29.48781	0.00133941	0.000888072	0.00515093	0.00872303	0.000825751	0.0011507	0.0618247	0.101897	0.0225873	0.00649044	0.0513727	0.0537195	0.0446138	0.0321704	0.034831	0.0732691	0.000462284	0.0415692	0.0372116	0.0274208	0.0460317	0.0166539	0.0112248	0.0408515	0.0308195	0.0009873	0.0218125	0.0271839	0.0327278	0.886125	1.12526	0.4013664	1.598634	0.718675	0.851198	0.950979	1.05155	1.17481	1.39145	0.2388628	3.982978	0.8662309	0.00160253	0.00106253	0.0061628	0.0104366	0.000987964	0.00137675	0.0739697	0.121914	0.0270244	0.00776544	0.0614645	0.0642723	0.0533779	0.03849	0.0416734	0.0876624	0.000553097	0.0497352	0.0445215	0.0328074	0.0550743	0.0199255	0.0134298	0.0488766	0.0368738	0.00118125	0.0260974	0.032524	0.039157	0.289508	0.710492	0.2895084	0.8358106
540	-95.54791	-124.3371	28.7892	0.0177146	0.0685772	0.0165748	0.0128767	0.0634275	0.00405935	0.0405496	0.048487	0.0171038	0.11196	0.0602519	0.00921318	0.102769	0.174431	0.0545388	0.103025	0.053004	0.0824646	0.0331852	0.0235124	0.0693165	0.0487417	0.0409332	0.0882967	0.0130997	0.0212427	0.0833483	0.0975585	0.0384555	0.590141	1.45085	0.3447859	1.655214	0.585572	0.77028	0.921799	1.08483	1.29823	1.70773	0.3869618	4.800701	0.4474321	0.0110805	0.0428951	0.0103675	0.0080544	0.0396739	0.00253913	0.0253638	0.0303287	0.0106984	0.0700312	0.0376876	0.00576285	0.0642822	0.109107	0.0341141	0.0644425	0.033154	0.0515817	0.0207574	0.014707	0.0433575	0.030488	0.0256037	0.0552297	0.00819385	0.0132873	0.0521344	0.0610229	0.024054	0.795892	0.204108	0.7958918	1.598719
576	-98.66991	-128.0012	29.33128	0.0102108	0.00814794	0.0136527	0.00838046	0.00461183	0.00245153	0.0211226	0.0437742	0.03789	0.00949877	0.00115476	0.0233548	0.0329577	0.0204825	0.0315438	0.0503489	0.0089061	0.0254097	0.0200874	0.0725256	0.0167401	0.0283301	0.0150123	0.0540828	0.00819125	0.0241189	0.00350959	0.0137964	0.063007	0.617485	1.42077	0.2409214	1.759079	0.78859	0.890623	0.964507	1.0368	1.12281	1.26809	0.1717352	7.301461	0.4780757	0.0151653	0.0121015	0.0202773	0.0124468	0.00684958	0.00364107	0.0313717	0.0650143	0.0562751	0.0141078	0.00171507	0.0346871	0.0489495	0.030421	0.0468495	0.0747793	0.0132275	0.037739	0.0298343	0.107717	0.0248627	0.0420764	0.0222966	0.0803249	0.0121658	0.0358218	0.00521251	0.0204907	0.0935793	0.604413	0.395587	0.6044129	0.6733007
612	-87.56158	-116.3839	28.8223	0.00765483	0.0283004	0.0197448	0.0237875	0.0133313	0.0053039	0.0897894	0.0502348	0.00943297	0.0121431	0.0198652	0.0327285	0.035166	0.00625889	0.132053	0.172124	0.0305323	0.0716801	0.0274936	0.0142683	0.00815437	0.0596098	0.0999002	0.112803	0.085554	0.00947687	0.0138243	0.11956	0.186737	0.548603	1.49654	0.252085	1.747915	0.941121	0.970838	0.990809	1.00928	1.03004	1.06256	0.04387832	6.933833	0.4032395	0.0051117	0.0188983	0.0131851	0.0158847	0.00890233	0.00354181	0.0599591	0.0335455	0.0062991	0.00810883	0.0132655	0.0218553	0.0234829	0.00417953	0.0881813	0.11494	0.0203887	0.0478661	0.0183595	0.00952799	0.00544528	0.0398059	0.0667108	0.0753272	0.0571308	0.00632841	0.00923152	0.0798391	0.124698	0.705831	0.294169	0.7058309	1.497512
648	-94.35494	-120.807	26.45208	0.0106179	0.0210805	0.00306723	0.0158873	0.0120617	0.00133424	0.0991331	0.0129467	0.0235402	0.0174959	0.0331284	0.00755471	0.0248653	0.0347065	0.0583615	0.179651	0.0191833	0.0240121	0.0402655	0.0059068	0.0114024	0.0213833	0.0115338	0.0603114	0.0111548	0.0456271	0.00168589	0.0705431	0.0230351	0.425784	1.63164	0.06269121	1.937309	0.308707	0.563703	0.836243	1.19583	1.77398	3.23932	0.8498683	30.9024	0.2870508	0.0117783	0.0233844	0.00340244	0.0176236	0.0133799	0.00148006	0.109967	0.0143616	0.026113	0.0194081	0.036749	0.00838037	0.0275828	0.0384996	0.0647399	0.199286	0.0212798	0.0266364	0.0446661	0.00655235	0.0126486	0.0237202	0.0127944	0.0669029	0.0123739	0.0506137	0.00187014	0.0782528	0.0255526	0.883999	0.116001	0.8839989	0.9014774
684	-88.25242	-117.1732	28.92078	0.0443813	0.00108214	0.0342724	0.0055618	0.0306417	0.037911	0.0255937	0.0907549	0.0280286	0.0446533	0.0504119	0.00618099	0.00416862	0.0713911	0.0398948	0.133417	0.00784409	0.0256882	0.0714896	0.00876369	0.012735	0.0297175	0.0259783	0.053357	0.0949604	0.0416992	0.00159052	0.0184744	0.057951	0.395072	1.66542	0.216663	1.783337	0.509198	0.719529	0.902405	1.10815	1.3898	1.96387	0.488012	8.230926	0.2609423	0.0403983	0.000985026	0.0311966	0.00506265	0.0278918	0.0345086	0.0232968	0.08261	0.0255132	0.0406459	0.0458877	0.00562627	0.0037945	0.064984	0.0363144	0.121443	0.00714012	0.0233828	0.0650737	0.00797719	0.0115921	0.0270505	0.0236469	0.0485684	0.0864381	0.0379569	0.00144778	0.0168164	0.0527501	0.801105	0.198895	0.8011047	1.098594
720	-94.32844	-117.6654	23.33697	0.00424254	0.00178712	0.00233187	0.00114286	0.00502398	0.00531576	0.00985107	0.016139	0.00384095	0.00200488	0.00821346	0.00738259	0.016069	0.0060235	0.0102637	0.0300856	0.000566006	0.00514949	0.00231252	0.00367499	0.00150237	0.00814769	0.00086303	0.00553342	0.025923	0.00127528	0.00286543	0.0139874	0.0119284	1.30898	0.660117	0.06562324	1.934377	0.0564392	0.246118	0.645725	1.54865	4.0631	17.7182	2.078527	29.47701	2.181255	0.0198763	0.00837268	0.0109248	0.00535429	0.0235374	0.0249044	0.0461523	0.0756115	0.0179949	0.00939289	0.0384801	0.0345875	0.0752834	0.0282201	0.0480855	0.140951	0.00265174	0.0241254	0.0108342	0.0172173	0.00703863	0.038172	0.0040433	0.0259241	0.121449	0.0059747	0.0134246	0.0655313	0.0558846	0.615195	0.384805	0.6151948	0.213447
756	-94.11402	-120.1173	26.0033	0.000154638	0.0229015	0.00175665	0.000581658	0.0123775	0.0138679	0.0241839	0.00879937	0.00600153	0.0191496	0.00733864	0.0032534	0.0442778	0.0119944	0.0150698	0.149161	0.00330351	0.00464859	0.00238475	0.00155666	0.00490252	0.0191401	0.00109891	0.029415	0.0220936	0.016906	0.00779599	0.0479798	0.025384	1.11736	0.870905	0.1082719	1.891728	0.213445	0.470859	0.790584	1.26489	2.12378	4.68505	1.11669	17.47201	1.411284	0.000293164	0.0434168	0.00333028	0.00110271	0.0234654	0.026291	0.045848	0.0166819	0.0113778	0.036304	0.0139127	0.00616782	0.0839423	0.022739	0.0285695	0.282782	0.00626283	0.00881284	0.00452103	0.00295114	0.00929425	0.0362859	0.00208332	0.0557653	0.0418852	0.0320506	0.0147797	0.0909606	0.0481233	0.893014	0.106986	0.8930136	0.5274793
792	-92.35438	-121.3884	29.03405	0.0025079	0.00914966	0.05448	0.000773147	0.0176145	0.018678	0.0490271	0.198426	0.0401655	0.0774068	0.0215479	0.0153988	0.0363908	0.0345367	0.0450933	0.145969	0.0196602	0.000605337	0.0292031	0.00913675	0.113118	0.0172335	0.00580103	0.0450849	0.0123143	0.0479224	0.0283175	0.0595479	0.0313706	0.781744	1.24008	0.3365426	1.663457	0.704146	0.842762	0.948028	1.05482	1.18658	1.42016	0.2536304	4.942784	0.6934363	0.00211373	0.0077116	0.0459173	0.000651631	0.014846	0.0157423	0.0413214	0.167239	0.0338527	0.0652407	0.0181612	0.0129786	0.0306712	0.0291086	0.0380059	0.123027	0.0165702	0.000510195	0.0246132	0.00770071	0.0953389	0.0145249	0.00488928	0.0379989	0.0103788	0.0403904	0.0238668	0.0501887	0.0264401	0.286269	0.713731	0.2862694	1.18648
828	-91.39124	-120.9437	29.55246	0.0128879	0.00705894	0.0135109	0.00283773	0.0302173	0.0171475	0.0919101	0.0250609	0.00721426	0.0208575	0.0513155	0.0798472	0.0560276	0.0167186	0.0376349	0.125657	0.0314884	0.00802886	0.00247571	0.0300408	0.018566	0.0372317	0.103798	0.0256227	0.0544802	0.0123881	0.0439621	0.00124693	0.0478891	0.240375	1.83559	0.2727124	1.727288	0.386029	0.628627	0.865172	1.15584	1.59077	2.59048	0.6882486	6.333733	0.1440478	0.012721	0.00696751	0.0133359	0.00280098	0.0298259	0.0169254	0.0907196	0.0247363	0.00712082	0.0205874	0.0506508	0.078813	0.055302	0.016502	0.0371474	0.124029	0.0310806	0.00792487	0.00244365	0.0296517	0.0183255	0.0367495	0.102453	0.0252909	0.0537746	0.0122277	0.0433927	0.00123078	0.0472688	0.495138	0.504862	0.4951377	1.013122
864	-86.54654	-115.4228	28.87631	0.0347912	0.0130181	0.0231132	0.00899111	0.0324201	0.0235139	0.0795614	0.10879	0.038	0.0287275	0.0120418	0.0386608	0.0757741	0.0658899	0.0517201	0.149548	0.00742089	0.00243971	0.0222646	0.0291714	0.0201549	0.0423045	0.135591	0.0240804	0.0611427	0.0386264	0.0580542	0.0120286	0.0471599	0.571123	1.47176	0.2805891	1.719411	0.57597	0.764094	0.919483	1.08757	1.30874	1.7362	0.3989165	6.127862	0.4268587	0.0270749	0.0101308	0.0179869	0.00699697	0.0252296	0.0182988	0.0619154	0.0846613	0.0295719	0.022356	0.00937105	0.0300862	0.0589681	0.0512762	0.0402491	0.11638	0.005775	0.0018986	0.0173265	0.0227015	0.0156848	0.0329217	0.105518	0.0187396	0.0475818	0.0300594	0.0451783	0.0093608	0.0367003	0.428544	0.571456	0.4285443	1.285001
900	-90.61193	-116.6547	26.04276	0.0192973	0.00373277	0.00062023	0.00413965	0.0046002	0.00079661	0.0414783	0.0129142	0.0224698	0.0200364	0.00470216	0.0109201	0.0261898	0.00291905	0.0438219	0.0497381	0.00941723	0.000368547	0.00377953	0.0162022	0.00528893	0.0301055	0.0105525	0.00350178	0.0272744	0.0184809	0.00798905	0.00106801	0.0144251	1.23055	0.746391	0.1673089	1.832691	0.116193	0.350015	0.720715	1.38751	2.85702	8.60635	1.556406	10.95393	1.813539	0.0462953	0.00895512	0.00148797	0.00993126	0.0110361	0.00191111	0.0995088	0.030982	0.0539063	0.0480685	0.0112808	0.0261981	0.0628309	0.00700297	0.105131	0.119325	0.0225925	0.000884167	0.00906732	0.03887	0.0126885	0.0722247	0.0253161	0.00840098	0.0654329	0.0443366	0.0191662	0.00256222	0.0346066	0.42297	0.57703	0.4229701	0.4168302
936	-100.668	-127.5644	26.89639	0.00287082	0.00940212	0.00474912	0.000659363	0.0038198	0.000337548	0.0222642	0.00091576	0.000612967	0.0474757	0.0180044	0.00130807	0.0190745	0.0288433	0.0347607	0.0664392	0.0109722	0.00199114	0.00684047	0.00313618	0.0146493	0.00253605	0.0480569	0.00122555	0.0554781	0.0429373	0.00852149	0.0562753	0.0253162	1.20579	0.77363	0.1997624	1.800238	0.222476	0.480472	0.795585	1.25694	2.08128	4.49486	1.086726	9.011894	1.714477	0.00532151	0.0174283	0.00880324	0.00122223	0.0070806	0.000625699	0.0412703	0.00169751	0.00113623	0.0880038	0.0333741	0.00242472	0.0353577	0.0534656	0.0644345	0.123156	0.0203386	0.0036909	0.0126799	0.00581341	0.0271547	0.00470096	0.089081	0.00227175	0.102837	0.0795911	0.0157959	0.104315	0.0469276	0.617809	0.382191	0.6178091	0.5394737
