Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-100.0135	-129.6208	29.60729	0.017011	0.0472808	0.0282471	0.0218788	0.0065471	0.0318558	0.0381491	0.0577658	0.0105486	0.128229	0.00612797	0.0454889	0.0285509	0.268017	0.0684008	0.0927589	0.0601357	0.0108499	0.0329097	0.0277766	0.0166328	0.00989779	0.0952115	0.043367	0.0636231	0.103163	0.00314144	0.0278251	0.0138687	0.915407	1.09305	0.6959078	1.304092	0.588239	0.771988	0.922437	1.08409	1.29536	1.69999	0.3836763	1.873944	0.9212265	0.0121052	0.0336455	0.0201009	0.0155692	0.00465899	0.0226689	0.0271474	0.0411068	0.00750652	0.0912496	0.00436074	0.0323704	0.0203172	0.190724	0.0486748	0.0660083	0.0427933	0.0077209	0.0234189	0.0197662	0.0118361	0.00704338	0.0677536	0.0308605	0.045275	0.0734123	0.00223549	0.0198006	0.0098691	0.226368	0.773632	0.2263677	1.405261
396	-88.24449	-118.4471	30.20264	0.0183993	0.00393062	0.0166944	0.0239693	0.000790893	0.00395854	0.0145337	0.0374121	0.0116553	0.009377	0.0158599	0.0106704	0.00913115	0.066037	0.0735812	0.0857567	0.00383641	0.0107182	0.000344719	0.0167773	0.0174282	0.00905563	0.0619694	0.004242	0.0161654	0.0321897	0.00199719	0.0461319	0.0148336	0.818491	1.19966	0.6591493	1.340851	0.416586	0.652423	0.875259	1.14252	1.53275	2.40046	0.633164	2.034214	0.750496	0.028864	0.00616619	0.0261894	0.037602	0.00124072	0.00621	0.0227998	0.0586906	0.0182843	0.0147102	0.0248803	0.0167392	0.0143246	0.103596	0.115431	0.134532	0.00601841	0.0168143	0.00054078	0.0263195	0.0273406	0.0142061	0.0972151	0.00665467	0.0253596	0.0504978	0.00313311	0.0723698	0.0232703	0.484024	0.515976	0.4840237	0.637447
432	-92.42641	-120.8275	28.40106	0.000607226	0.0175508	0.0218289	0.000385554	0.0110065	0.0173904	0.0421822	0.0263336	0.0462815	0.04812	0.0647057	0.0106374	0.0247008	0.0448219	0.0521918	0.0690639	0.00571309	0.0636688	0.0248394	0.0346789	0.0341593	0.059273	0.0107231	0.00111787	0.0329299	0.00795321	0.00114435	0.0456584	0.0798202	0.980283	1.02169	0.2951429	1.704857	0.461648	0.685936	0.889045	1.1248	1.45786	2.16615	0.5588977	5.776378	1.05542	0.00067508	0.019512	0.0242681	0.000428638	0.0122365	0.0193337	0.0468958	0.0292762	0.0514532	0.0534971	0.0719362	0.0118261	0.027461	0.0498305	0.0580239	0.0767814	0.00635149	0.0707834	0.0276151	0.0385541	0.0379763	0.0658964	0.0119214	0.00124278	0.0366096	0.00884193	0.00127223	0.0507604	0.0887397	0.718167	0.281833	0.7181673	0.8994877
468	-85.9716	-115.2015	29.22987	0.00453689	0.0038959	0.00325511	0.00132044	0.0132558	0.00732933	0.0434622	0.0175376	0.0166435	0.0131946	0.0966675	0.00790971	0.0212484	0.0384952	0.0568856	0.178983	0.0126082	0.0298117	0.0721345	0.0223543	0.0472672	0.0114087	0.0659985	0.0144506	0.0112225	0.00464887	0.0161864	0.0110633	0.00238622	0.760556	1.26339	0.316226	1.683774	0.627293	0.796574	0.931503	1.07353	1.25538	1.59415	0.3371968	5.32459	0.662196	0.00536173	0.0046042	0.00384691	0.0015605	0.0156658	0.00866185	0.051364	0.020726	0.0196694	0.0155935	0.114242	0.00934775	0.0251116	0.0454939	0.0672278	0.211523	0.0149005	0.0352317	0.0852491	0.0264184	0.0558608	0.0134828	0.0779975	0.0170778	0.0132628	0.00549407	0.0191292	0.0130747	0.00282006	0.5285	0.4715	0.5285004	0.8461618
504	-97.96206	-125.3058	27.34377	0.00674267	0.0101414	0.00254775	0.0146562	0.00079862	0.0409945	0.0244864	0.0406193	0.00516794	0.00509682	0.00480143	0.0335481	0.139808	0.0139341	0.0314986	0.0686723	0.0162182	0.00171658	0.0135421	0.00385719	0.00456748	0.0168134	0.00716449	0.0153285	0.0111187	0.0276954	0.0017772	0.0587595	0.0312166	1.24204	0.733751	0.3111631	1.688837	0.174526	0.426828	0.766736	1.30423	2.34286	5.7298	1.262247	5.427498	1.862006	0.0103211	0.0155237	0.00389988	0.0224345	0.00122246	0.062751	0.0374817	0.0621766	0.00791065	0.00780179	0.00734963	0.0513527	0.214006	0.0213292	0.0482154	0.105118	0.0248254	0.0026276	0.0207291	0.00590426	0.00699151	0.0257365	0.0109668	0.0234636	0.0170195	0.0423938	0.00272038	0.0899441	0.0477838	0.168944	0.831056	0.1689441	0.6532892
540	-91.70988	-120.7059	28.99603	0.008406	0.0624326	0.00255616	0.00622706	0.0221632	0.0379207	0.0815334	0.0737369	0.0337937	0.0212132	0.0476089	0.00384057	0.0193772	0.0335059	0.0352586	0.0882497	0.0147424	0.0102729	0.00038636	0.0450349	0.0219809	0.0684331	0.132421	0.0276123	0.0101916	0.0697881	0.0315155	0.0894941	0.0210049	0.662876	1.37084	0.2529724	1.747028	0.851504	0.924596	0.975838	1.02476	1.08155	1.17439	0.1162344	6.906	0.5319118	0.00750065	0.0557085	0.00228085	0.00555639	0.0197761	0.0338366	0.0727521	0.0657953	0.030154	0.0189285	0.0424813	0.00342693	0.0172902	0.0298973	0.0314612	0.078745	0.0131546	0.00916646	0.000344748	0.0401846	0.0196135	0.0610628	0.118159	0.0246384	0.0090939	0.0622718	0.0281212	0.0798554	0.0187426	0.827238	0.172762	0.8272383	1.120702
576	-89.18394	-118.1925	29.00853	0.0122139	0.0278202	0.0188039	0.0162132	0.0208921	0.0215821	0.0268543	0.0933787	0.0431679	0.0347994	0.0335732	0.00435326	0.0530902	0.0964011	0.0410421	0.135085	0.0137183	0.0173324	0.0173005	0.0306387	0.0498587	0.0436315	0.15061	0.0654897	0.0369908	0.0617248	0.0150823	0.0925911	0.0410986	0.625257	1.41222	0.306728	1.693272	0.684849	0.831418	0.944028	1.05929	1.20276	1.46018	0.2737225	5.520436	0.4870233	0.00928578	0.0211506	0.0142959	0.0123263	0.0158834	0.016408	0.0204163	0.0709921	0.0328189	0.0264566	0.0255244	0.00330962	0.0403624	0.07329	0.0312027	0.1027	0.0104295	0.0131771	0.0131529	0.0232934	0.0379056	0.0331713	0.114503	0.0497893	0.0281227	0.046927	0.0114665	0.0703934	0.0312457	0.511141	0.488859	0.5111407	1.315338
612	-94.01293	-122.7949	28.78193	0.00305047	0.000909337	0.00823312	0.0148107	0.0710774	0.00340024	0.0774297	0.0356963	0.0316518	0.0332572	0.0152364	0.0208915	0.0345547	0.0661745	0.135426	0.194929	0.0585	0.00972497	0.0590843	0.00412701	0.0119477	0.120004	0.0411961	0.123439	0.0894112	0.0428406	0.00260093	0.0501037	0.0292715	0.965618	1.03782	0.3704446	1.629555	0.936867	0.968695	0.990127	1.00997	1.03232	1.06739	0.04715411	4.398918	1.023471	0.00219619	0.00065468	0.00592746	0.010663	0.0511724	0.00244801	0.0557458	0.0256997	0.0227878	0.0239437	0.0109695	0.0150409	0.0248778	0.0476425	0.0975002	0.140339	0.0421173	0.00700153	0.0425379	0.00297125	0.00860181	0.0863973	0.0296593	0.0888704	0.0643719	0.0308433	0.00187255	0.0360724	0.0210741	0.551903	0.448097	0.5519032	1.388979
648	-92.19111	-120.5379	28.34682	0.00629907	0.00522249	0.0110206	0.00228281	0.00762414	0.000279735	0.0386055	0.0551506	0.0118211	0.0262753	0.0638343	0.0407408	0.000875383	0.0324757	0.00752784	0.151316	0.012772	0.00970073	0.0758281	0.00372671	0.0052552	0.00243791	0.0469263	0.0334044	0.0282281	0.00744771	0.00250007	0.0447325	0.00206911	0.629733	1.40729	0.1863362	1.813664	0.404188	0.64288	0.871244	1.14778	1.5555	2.4741	0.6550098	9.733285	0.4922255	0.00855411	0.00709212	0.0149659	0.00310004	0.0103535	0.000379879	0.0524261	0.0748941	0.016053	0.0356817	0.0866866	0.0553258	0.00118877	0.0441018	0.0102228	0.205486	0.0173443	0.0131735	0.102974	0.00506085	0.00713653	0.00331067	0.0637257	0.0453629	0.0383336	0.010114	0.00339508	0.0607464	0.00280984	0.820269	0.179731	0.8202686	0.73638
684	-90.27862	-119.8495	29.57092	0.00588529	0.00595947	0.0389709	0.046259	0.0626147	0.0512396	0.0628381	0.0269364	0.00994616	0.0332735	0.0439097	0.0243455	0.0177592	0.0665843	0.0302466	0.148334	0.0104515	0.0119077	0.0433819	0.0251918	0.00887026	0.0347492	0.0407147	0.0970847	0.0692494	0.0113244	0.0143305	0.0108574	0.0132556	0.438994	1.61711	0.294475	1.705525	0.658731	0.815799	0.93846	1.06558	1.22579	1.51807	0.3018381	5.791749	0.2986156	0.00551847	0.00558802	0.0365419	0.0433757	0.0587121	0.0480459	0.0589215	0.0252575	0.00932623	0.0311996	0.0411729	0.0228281	0.0166523	0.0624342	0.0283614	0.139089	0.00980006	0.0111656	0.040678	0.0236217	0.00831739	0.0325834	0.038177	0.0910335	0.0649332	0.0106186	0.0134373	0.0101807	0.0124294	0.677086	0.322914	0.6770864	1.066472
720	-90.39417	-119.6432	29.24907	0.0599184	0.0136258	0.0112752	0.00792602	0.00590764	0.0276431	0.193952	0.159457	0.0264423	0.0804426	0.0372644	0.0328202	0.074532	0.0987872	0.127819	0.403524	0.00204915	0.0342158	0.00391573	0.0257117	0.00888267	0.102519	0.03089	0.0949625	0.0428051	0.0345529	0.00194425	0.0708265	0.0107218	0.464878	1.58863	0.3944546	1.605545	0.892366	0.945975	0.982822	1.01748	1.05711	1.12062	0.08234243	4.070292	0.32189	0.032826	0.00746483	0.00617706	0.00434223	0.00323647	0.0151441	0.106256	0.0873577	0.0144863	0.0440701	0.0204151	0.0179804	0.040832	0.0541201	0.0700252	0.221068	0.00112262	0.0187449	0.00214522	0.014086	0.00486633	0.0561645	0.0169229	0.0520248	0.0234506	0.0189296	0.00106515	0.0388019	0.00587387	0.640065	0.359935	0.6400654	1.825334
756	-89.27512	-118.1211	28.846	0.0299353	0.0069539	0.0131861	0.029045	0.0119994	0.0119627	0.0599997	0.0405486	0.0239625	0.0565472	0.00518871	0.00474512	0.00764153	0.082195	0.0734474	0.105816	0.016727	0.00940608	0.0108269	0.0135391	0.00731264	0.0444582	0.0200955	0.0539311	0.00126859	0.05299	0.0068265	0.0590162	0.00642229	0.527842	1.51937	0.1616873	1.838313	0.983278	0.99181	0.997438	1.00257	1.00826	1.01701	0.0121931	11.36955	0.3821481	0.0345676	0.00802996	0.0152265	0.0335395	0.0138562	0.0138138	0.0692841	0.0468232	0.0276705	0.0652975	0.00599162	0.00547939	0.00882399	0.094914	0.0848128	0.12219	0.0193154	0.0108616	0.0125022	0.0156342	0.00844422	0.0513378	0.0232051	0.0622765	0.00146489	0.0611897	0.00788285	0.0681485	0.00741609	0.7005	0.2995	0.7005005	0.8659941
792	-94.23891	-123.1224	28.8835	0.0124936	0.0016505	0.034572	0.00107879	0.0128128	0.0329502	0.0513536	0.0306558	0.040225	0.0569851	0.00437426	0.00742042	0.00417556	0.0310362	0.0784262	0.0603288	0.0127383	0.00361381	0.00213415	0.0372529	0.00806519	0.0420695	0.0404557	0.0323544	0.00257478	0.0198655	0.000294233	0.0508225	0.0242844	0.786345	1.23502	0.3129885	1.687012	0.382061	0.625468	0.863813	1.15766	1.5988	2.61739	0.6957194	5.390011	0.7003772	0.0169506	0.00223929	0.046905	0.00146363	0.0173835	0.0447046	0.0696732	0.0415918	0.0545747	0.0773135	0.00593471	0.0100675	0.00566512	0.0421079	0.106404	0.0818501	0.0172825	0.00490298	0.00289548	0.0505423	0.0109423	0.0570772	0.0548876	0.0438964	0.00349329	0.0269522	0.000399196	0.0689526	0.0329475	0.727168	0.272832	0.7271681	0.7370643
828	-91.41888	-121.9501	30.53122	0.0115037	0.00719745	0.0187972	0.0201418	0.0118317	0.0143678	0.121281	0.0331085	0.00366173	0.00547696	0.0952361	0.014831	0.0299478	0.0240754	0.122309	0.115442	0.00114831	0.0036176	0.0538036	0.0315611	0.00105151	0.0332198	0.0251332	0.00218719	0.0141835	0.0251192	0.00612296	0.0661834	0.0271818	0.220501	1.85745	0.5207854	1.479215	0.279346	0.536886	0.823623	1.21415	1.86259	3.57979	0.9221329	2.840353	0.1305829	0.0122416	0.00765913	0.0200029	0.0214338	0.0125906	0.0152894	0.129061	0.0352322	0.00389661	0.00582828	0.101345	0.0157824	0.0318688	0.0256197	0.130154	0.122847	0.00122197	0.00384965	0.0572548	0.0335856	0.00111896	0.0353507	0.0267454	0.00232748	0.0150933	0.0267305	0.00651572	0.0704287	0.0289254	0.793378	0.206622	0.7933779	0.9397219
864	-91.55337	-120.3277	28.7743	0.00479699	0.00923099	0.00535584	0.0363948	0.0193077	0.158578	0.0516922	0.140117	0.0319892	0.0224104	0.0616966	0.0113793	0.0274723	0.058991	0.0878579	0.108114	0.0609932	0.005376	0.00580972	0.00897327	0.0322903	0.0295536	0.00575281	0.00534467	0.00140173	0.0716472	0.0305626	0.0466797	0.0157079	0.127204	1.96008	0.1330004	1.867	0.59843	0.778483	0.924851	1.08126	1.28455	1.67104	0.3712563	14.03754	0.07138709	0.00415152	0.0079889	0.00463518	0.0314976	0.0167098	0.13724	0.0447367	0.121263	0.0276848	0.0193949	0.0533949	0.00984816	0.0237757	0.0510534	0.076036	0.0935668	0.0527862	0.00465262	0.00502798	0.00776586	0.0279454	0.025577	0.00497873	0.00462551	0.00121312	0.0620066	0.0264502	0.0403987	0.0135943	0.882313	0.117687	0.8823133	1.155477
900	-97.09174	-125.9027	28.81099	0.00712536	0.0110271	0.000236031	0.00315244	0.0105328	0.000378227	0.00276014	0.00784142	0.0063669	0.00864326	0.0217635	0.00499417	0.00163127	0.0267314	0.011765	0.024565	0.0101979	0.0026883	0.00193559	0.00576494	0.00326173	0.0151288	0.00160398	0.0190897	0.00363132	0.00614818	0.0078517	0.00736464	0.000710127	0.104776	1.98475	0.217372	1.782628	0.124951	0.362642	0.728728	1.37225	2.75754	8.00312	1.503861	8.200815	0.05806979	0.0303348	0.0469456	0.00100485	0.0134209	0.0448413	0.00161023	0.0117507	0.0333833	0.0271058	0.0367969	0.0926538	0.0212617	0.00694482	0.113803	0.0500869	0.104581	0.0434155	0.0114449	0.00824038	0.0245431	0.0138862	0.0644076	0.00682863	0.0812704	0.0154596	0.0261746	0.033427	0.0313535	0.00302322	0.690372	0.309628	0.6903725	0.2348909
936	-97.39251	-124.3284	26.93584	0.00749419	0.00902702	2.18167e-05	0.013881	0.0209307	0.00733547	0.0184559	0.0464868	0.0085123	0.0224982	0.0181118	0.00550388	0.00572713	0.00463916	0.00780502	0.0373895	0.0220643	0.00277379	0.00937326	0.00423882	0.00918326	0.0100524	0.00303876	0.00482314	0.00525296	0.00666774	0.000851488	0.0236505	0.00723914	0.937926	1.06828	0.1815218	1.818478	0.137991	0.38063	0.739818	1.35168	2.62722	7.24685	1.432086	10.01796	0.9657746	0.0218471	0.0263156	6.36e-05	0.0404659	0.0610171	0.0213844	0.0538026	0.135518	0.0248151	0.0655867	0.0527995	0.0160449	0.0166957	0.0135241	0.0227532	0.108998	0.0643218	0.00808617	0.027325	0.012357	0.0267711	0.0293049	0.00885859	0.0140604	0.0153134	0.0194378	0.00248226	0.0689461	0.0211036	0.54579	0.45421	0.5457902	0.3430292
